level,areaCode,regionCode,regionNm,baseYmd,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum
sigungu,43,43740,영동군,20240101,1,월요일,2,외지인(b),18525.5
sigungu,43,43740,영동군,20240101,1,월요일,3,외국인(c),162.23000000000005
sigungu,43,43745,증평군,20240101,1,월요일,1,현지인(a),24304.0
sigungu,43,43745,증평군,20240101,1,월요일,2,외지인(b),14983.5
sigungu,43,43745,증평군,20240101,1,월요일,3,외국인(c),114.35
sigungu,43,43750,진천군,20240101,1,월요일,1,현지인(a),37691.5
sigungu,43,43750,진천군,20240101,1,월요일,2,외지인(b),26971.0
sigungu,43,43750,진천군,20240101,1,월요일,3,외국인(c),650.89
sigungu,43,43760,괴산군,20240101,1,월요일,1,현지인(a),13954.5
sigungu,43,43760,괴산군,20240101,1,월요일,2,외지인(b),29015.0
sigungu,43,43760,괴산군,20240101,1,월요일,3,외국인(c),134.73000000000002
sigungu,43,43770,음성군,20240101,1,월요일,1,현지인(a),47978.0
sigungu,43,43770,음성군,20240101,1,월요일,2,외지인(b),38517.5
sigungu,43,43770,음성군,20240101,1,월요일,3,외국인(c),1083.6399999999999
sigungu,43,43800,단양군,20240101,1,월요일,1,현지인(a),14220.5
sigungu,43,43800,단양군,20240101,1,월요일,2,외지인(b),34433.0
sigungu,43,43800,단양군,20240101,1,월요일,3,외국인(c),171.83
sigungu,44,44130,천안시,20240101,1,월요일,1,현지인(a),214238.5
sigungu,44,44130,천안시,20240101,1,월요일,2,외지인(b),193637.5
sigungu,44,44130,천안시,20240101,1,월요일,3,외국인(c),2346.97
sigungu,44,44131,천안시 동남구,20240101,1,월요일,1,현지인(a),111352.5
sigungu,44,44131,천안시 동남구,20240101,1,월요일,2,외지인(b),118503.0
sigungu,44,44131,천안시 동남구,20240101,1,월요일,3,외국인(c),1211.2099999999998
sigungu,44,44133,천안시 서북구,20240101,1,월요일,1,현지인(a),106228.5
sigungu,44,44133,천안시 서북구,20240101,1,월요일,2,외지인(b),88945.5
sigungu,44,44133,천안시 서북구,20240101,1,월요일,3,외국인(c),1475.4
sigungu,44,44150,공주시,20240101,1,월요일,1,현지인(a),42556.5
sigungu,44,44150,공주시,20240101,1,월요일,2,외지인(b),70847.0
sigungu,44,44150,공주시,20240101,1,월요일,3,외국인(c),569.3199999999999
sigungu,44,44180,보령시,20240101,1,월요일,1,현지인(a),70210.0
sigungu,44,44180,보령시,20240101,1,월요일,2,외지인(b),78813.0
sigungu,44,44180,보령시,20240101,1,월요일,3,외국인(c),595.9099999999999
sigungu,44,44200,아산시,20240101,1,월요일,1,현지인(a),152845.0
sigungu,44,44200,아산시,20240101,1,월요일,2,외지인(b),96701.5
sigungu,44,44200,아산시,20240101,1,월요일,3,외국인(c),1709.2300000000002
sigungu,44,44210,서산시,20240101,1,월요일,1,현지인(a),92501.5
sigungu,44,44210,서산시,20240101,1,월요일,2,외지인(b),54463.5
sigungu,44,44210,서산시,20240101,1,월요일,3,외국인(c),825.07
sigungu,44,44230,논산시,20240101,1,월요일,1,현지인(a),59591.0
sigungu,44,44230,논산시,20240101,1,월요일,2,외지인(b),47691.0
sigungu,44,44230,논산시,20240101,1,월요일,3,외국인(c),450.53000000000003
sigungu,44,44250,계룡시,20240101,1,월요일,1,현지인(a),21007.0
sigungu,44,44250,계룡시,20240101,1,월요일,2,외지인(b),13636.0
sigungu,44,44250,계룡시,20240101,1,월요일,3,외국인(c),37.74999999999999
sigungu,44,44270,당진시,20240101,1,월요일,1,현지인(a),99848.0
sigungu,44,44270,당진시,20240101,1,월요일,2,외지인(b),98826.0
sigungu,44,44270,당진시,20240101,1,월요일,3,외국인(c),1380.42
sigungu,44,44710,금산군,20240101,1,월요일,1,현지인(a),31255.0
sigungu,44,44710,금산군,20240101,1,월요일,2,외지인(b),33383.0
sigungu,44,44710,금산군,20240101,1,월요일,3,외국인(c),129.26
sigungu,44,44760,부여군,20240101,1,월요일,1,현지인(a),42948.5
sigungu,44,44760,부여군,20240101,1,월요일,2,외지인(b),32116.0
sigungu,44,44760,부여군,20240101,1,월요일,3,외국인(c),228.64
sigungu,44,44770,서천군,20240101,1,월요일,1,현지인(a),32641.0
sigungu,44,44770,서천군,20240101,1,월요일,2,외지인(b),44964.5
sigungu,44,44770,서천군,20240101,1,월요일,3,외국인(c),301.27000000000004
sigungu,44,44790,청양군,20240101,1,월요일,1,현지인(a),12225.5
sigungu,44,44790,청양군,20240101,1,월요일,2,외지인(b),21129.5
sigungu,44,44790,청양군,20240101,1,월요일,3,외국인(c),218.54
sigungu,44,44800,홍성군,20240101,1,월요일,1,현지인(a),48440.0
sigungu,44,44800,홍성군,20240101,1,월요일,2,외지인(b),37198.0
sigungu,44,44800,홍성군,20240101,1,월요일,3,외국인(c),248.54999999999998
sigungu,44,44810,예산군,20240101,1,월요일,1,현지인(a),42780.5
sigungu,44,44810,예산군,20240101,1,월요일,2,외지인(b),54803.0
sigungu,44,44810,예산군,20240101,1,월요일,3,외국인(c),235.67
sigungu,44,44825,태안군,20240101,1,월요일,1,현지인(a),46333.0
sigungu,44,44825,태안군,20240101,1,월요일,2,외지인(b),65660.0
sigungu,44,44825,태안군,20240101,1,월요일,3,외국인(c),1324.1299999999999
sigungu,46,46110,목포시,20240101,1,월요일,1,현지인(a),169554.0
sigungu,46,46110,목포시,20240101,1,월요일,2,외지인(b),90618.5
sigungu,46,46110,목포시,20240101,1,월요일,3,외국인(c),559.95
sigungu,46,46130,여수시,20240101,1,월요일,1,현지인(a),144133.5
sigungu,46,46130,여수시,20240101,1,월요일,2,외지인(b),116070.5
sigungu,46,46130,여수시,20240101,1,월요일,3,외국인(c),4832.78
sigungu,46,46150,순천시,20240101,1,월요일,1,현지인(a),157797.5
sigungu,46,46150,순천시,20240101,1,월요일,2,외지인(b),75488.0
sigungu,46,46150,순천시,20240101,1,월요일,3,외국인(c),294.64000000000004
sigungu,46,46170,나주시,20240101,1,월요일,1,현지인(a),62590.5
sigungu,46,46170,나주시,20240101,1,월요일,2,외지인(b),42472.5
sigungu,46,46170,나주시,20240101,1,월요일,3,외국인(c),202.44000000000003
sigungu,46,46230,광양시,20240101,1,월요일,1,현지인(a),64221.5
sigungu,46,46230,광양시,20240101,1,월요일,2,외지인(b),37366.0
sigungu,46,46230,광양시,20240101,1,월요일,3,외국인(c),6861.439999999999
sigungu,46,46710,담양군,20240101,1,월요일,1,현지인(a),23520.0
sigungu,46,46710,담양군,20240101,1,월요일,2,외지인(b),67469.5
sigungu,46,46710,담양군,20240101,1,월요일,3,외국인(c),178.37
sigungu,46,46720,곡성군,20240101,1,월요일,1,현지인(a),10318.0
sigungu,46,46720,곡성군,20240101,1,월요일,2,외지인(b),14038.5
sigungu,46,46720,곡성군,20240101,1,월요일,3,외국인(c),27.840000000000003
sigungu,46,46730,구례군,20240101,1,월요일,1,현지인(a),12110.0
