baseYm,areaCd,areaNm,signguCd,signguNm,tAtsCd,tAtsNm,rlteTatsCd,rlteTatsNm,rlteRegnCd,rlteRegnNm,rlteSignguCd,rlteSignguNm,rlteCtgryLclsNm,rlteCtgryMclsNm,rlteCtgrySclsNm,rlteRank
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,d6dc86e69c840d73ff5067a11c789691,자갈치시장,26,부산광역시,26110,중구,관광지,쇼핑,시장,1
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,23322e28bac2158412abd7bb0c7c4229,부산항국제여객터미널,26,부산광역시,26170,동구,관광지,기타관광,교통시설,2
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,ee12180b414809f548f4ce8d7013b43a,코오롱씨클라우드호텔,26,부산광역시,26350,해운대구,숙박,숙박,호텔,3
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,89c6c48d2629676d4620cca807c53ce8,차이나타운,26,부산광역시,26170,동구,관광지,문화관광,테마공원,4
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,b9dab70a4eac8268531bbd26c0ac30aa,감천문화마을,26,부산광역시,26380,사하구,관광지,기타관광,기타관광,5
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,b4c94d6af3a4e36f6458d4ae7a1dbae1,용두산공원,26,부산광역시,26110,중구,관광지,문화관광,도시공원,6
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,4851287f81cca59620e3d6723a29d698,다이아몬드타워,26,부산광역시,26110,중구,관광지,문화관광,랜드마크관광,7
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,b9772199f0e3db266edf35f0520d616e,아르떼뮤지엄/부산,26,부산광역시,26200,영도구,관광지,문화관광,전시시설,8
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,eaa81702d59cd45f8d10062010b96f21,코모도호텔/부산,26,부산광역시,26110,중구,숙박,숙박,호텔,9
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,b175902d3cb99348a4864f63588f9c77,부평깡통시장,26,부산광역시,26110,중구,관광지,쇼핑,시장,10
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,af03ef734b93e4c28b68955a5a130dbf,런닝맨/부산점,26,부산광역시,26230,부산진구,관광지,문화관광,테마공원,11
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,e34f03723ed6ac362c2c065e1cfee197,해운대센텀호텔,26,부산광역시,26350,해운대구,숙박,숙박,호텔,12
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,4773f998781b90f3b157428b958b962b,그랜드조선/부산,26,부산광역시,26350,해운대구,숙박,숙박,호텔,13
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,260407cb635612f7f216d066c82a2627,맥도날드/달맞이DT점,26,부산광역시,26350,해운대구,음식,음식,간이음식,14
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,430f55069ccce34d3fe9358693a6740a,쌍둥이돼지국밥/본점,26,부산광역시,26290,남구,음식,음식,한식,15
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,db3f7caf68d28124d5b5d654de5ebe2a,엠유,26,부산광역시,26110,중구,숙박,숙박,호텔,16
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,3de5cc53f2870f717ae81455c66b9ade,언양닭칼국수/센텀점,26,부산광역시,26350,해운대구,음식,음식,한식,17
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,5938262c1a40bb1e424180bc8a3d0d55,닥밭골벽화마을,26,부산광역시,26140,서구,관광지,기타관광,기타관광,18
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,c508bf04e756981369cedde14d39dcac,김가네가야밀면,26,부산광역시,26440,강서구,음식,음식,한식,19
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,18f4ac344eec8718342b73f4f5294aef,롯데리아/부산비프광장점,26,부산광역시,26110,중구,음식,음식,간이음식,20
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,8c1c1bfc8a2750310c5d1d0695ef74eb,피아크카페앤베이커리,26,부산광역시,26200,영도구,음식,음식,카페/찻집,21
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,bc8e257824b2a8ff287f1555e28407d4,한화리조트/해운대,26,부산광역시,26350,해운대구,숙박,숙박,콘도미니엄,22
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,3d45ad215dada248993ceafdc0d46e42,토요코인호텔/부산역1호점,26,부산광역시,26170,동구,숙박,숙박,호텔,23
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,a6f59d6d7c74f2bb3e87874cc2673652,호텔아델라,26,부산광역시,26200,영도구,숙박,숙박,호텔,24
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,4ede2287c1ebb54cc20e3db1f6636a4c,하단레이어스호텔,26,부산광역시,26380,사하구,숙박,숙박,호텔,25
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,80b68dec7a324fdf7d4bc5a5ef023994,다대포해수욕장,26,부산광역시,26380,사하구,관광지,자연관광,자연경관(하천/해양),26
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,ef99973d7ad5bfa438b1f8df442533e1,해운대달맞이길,26,부산광역시,26350,해운대구,관광지,기타관광,데이트코스,27
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,13ebbaee07ea5698bcbcae145eddb9da,루아앤티그리/광복점,26,부산광역시,26110,중구,음식,음식,전문음식,28
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,55fb28d15b37ccae55a90bf7fb88a19f,토요코인/부산해운대2호점,26,부산광역시,26350,해운대구,숙박,숙박,호텔,29
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,29736cfc113b4efd3e8c98a4b62954b9,스시키쿠,26,부산광역시,26110,중구,음식,음식,외국식,30
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,06c0dec6f88acb4faa75e990d68dcba6,센텀프리머스호텔,26,부산광역시,26350,해운대구,숙박,숙박,호텔,31
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,db82c1ded3b54528e072a1c9bc89863e,페어필드바이메리어트/부산송도비치,26,부산광역시,26140,서구,숙박,숙박,호텔,32
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,2495bffc6ffcf0ff0379f2e960f7eac2,부산비즈니스호텔,26,부산광역시,26230,부산진구,숙박,숙박,호텔,33
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,8307c22b414d1e709700d847aa8f7aeb,더엠호텔,26,부산광역시,26500,수영구,숙박,숙박,모텔,34
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,44ac8ec3a14fe761104ee20ed13d919f,복어나라,26,부산광역시,26380,사하구,음식,음식,전문음식,35
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,c52fe5f2c3c0e98a3afcd7f90da32324,해운대유람선터미널,26,부산광역시,26350,해운대구,관광지,기타관광,교통시설,36
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,549bc4c4eb4664151739287503544839,흰여울문화마을,26,부산광역시,26200,영도구,관광지,기타관광,기타관광,37
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,4cb9b6afe97b8c5fffb19af9227f8a36,동래사적공원,26,부산광역시,26260,동래구,관광지,문화관광,도시공원,38
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,9e01cec6d4a48020740cfa07244e650d,부산항국제여객터미널크루즈부두,26,부산광역시,26170,동구,관광지,자연관광,자연경관(하천/해양),39
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,443b8b68ac4e4cd7a7b2686d97a3d69a,"신동아시장15,16,17호",26,부산광역시,26110,중구,음식,음식,전문음식,40
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,215a1a1a47a3cca610e3493836babaf7,솔라리아니시테츠호텔/부산점,26,부산광역시,26230,부산진구,숙박,숙박,호텔,41
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,607153e3e7e879a86c9505cd5bcb1860,대변항,26,부산광역시,26710,기장군,관광지,자연관광,자연경관(하천/해양),42
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,058bffccede0f98a5b60bb6c268ab903,영도대교포장마차거리,26,부산광역시,26200,영도구,음식,음식,음식점기타,43
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,b915db33cec714c9edd0d3d0055fbdec,스탠포드호텔/부산,26,부산광역시,26110,중구,숙박,숙박,호텔,44
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,3c084e342c5c7955c27bd07463731102,국립해양박물관,26,부산광역시,26200,영도구,관광지,문화관광,전시시설,45
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,c5ea77dae9a3ceec63b57fdf88b63ad2,파크하얏트부산호텔,26,부산광역시,26350,해운대구,숙박,숙박,호텔,46
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,bd31c55b878ebaec79def68ff2e259b9,해운대블루라인파크/미포정거장,26,부산광역시,26350,해운대구,관광지,기타관광,기타관광,47
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,6199f879206b3b4e04e61051fc1f8c07,부곡시장,26,부산광역시,26410,금정구,관광지,쇼핑,시장,48
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,69707e2a65d17c7f4099124af0637b69,롯데백화점/광복점,26,부산광역시,26110,중구,관광지,쇼핑,백화점,49
202504,26,부산광역시,26110,중구,8d9967059a6a10be7bbcb1d539f36264,BIFF광장,63377825d62fdb5561daa19614de9d03,덴바스타프리미엄호텔/범일점,26,부산광역시,26170,동구,숙박,숙박,호텔,50
202504,26,부산광역시,26110,중구,d3470b0c6413ee83db24e3c92b6eb13e,광복로패션거리,7dffd5fd9a018ff2caa49c828786ebde,복천사,26,부산광역시,26200,영도구,관광지,역사관광,종교성지,1
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,d6dc86e69c840d73ff5067a11c789691,자갈치시장,26,부산광역시,26110,중구,관광지,쇼핑,시장,1
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,f4b4f749a6cdfd734d4512c18b227d6a,태종대,26,부산광역시,26200,영도구,관광지,역사관광,역사유적지,2
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,b9dab70a4eac8268531bbd26c0ac30aa,감천문화마을,26,부산광역시,26380,사하구,관광지,기타관광,기타관광,3
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,c63b5b337225ae746ba52eb7f398aac1,광안리해수욕장,26,부산광역시,26500,수영구,관광지,자연관광,자연경관(하천/해양),4
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,d68c2c6af7cf6cb1092154f35a52c1c7,해동용궁사,26,부산광역시,26710,기장군,관광지,역사관광,종교성지,5
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,bd31c55b878ebaec79def68ff2e259b9,해운대블루라인파크/미포정거장,26,부산광역시,26350,해운대구,관광지,기타관광,기타관광,6
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,69707e2a65d17c7f4099124af0637b69,롯데백화점/광복점,26,부산광역시,26110,중구,관광지,쇼핑,백화점,7
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,ca6e8851e611e1b92c5448d82208acdb,송도해상케이블카,26,부산광역시,26140,서구,관광지,기타관광,기타관광,8
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,09485ccc9e6891848afe25485d9a1f94,이재모피자/본점,26,부산광역시,26110,중구,음식,음식,간이음식,9
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,3c084e342c5c7955c27bd07463731102,국립해양박물관,26,부산광역시,26200,영도구,관광지,문화관광,전시시설,10
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,4a86c619b46e66efe9ac02b85090ecac,신세계백화점/센텀시티점,26,부산광역시,26350,해운대구,관광지,쇼핑,백화점,11
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,88222e7e5f8172698373086e65c1fad1,해운대해수욕장,26,부산광역시,26350,해운대구,관광지,자연관광,자연경관(하천/해양),12
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,b4c94d6af3a4e36f6458d4ae7a1dbae1,용두산공원,26,부산광역시,26110,중구,관광지,문화관광,도시공원,13
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,4f8c6518acd1e6ff053e589e0ac90fa7,송도해수욕장,26,부산광역시,26140,서구,관광지,자연관광,자연경관(하천/해양),14
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,b2cd6fdc324c7e59e23f4249c1077c9d,태종대전망대,26,부산광역시,26200,영도구,관광지,문화관광,랜드마크관광,15
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,8877984a63c9640ad6a4dec3ef934719,롯데백화점/부산본점,26,부산광역시,26230,부산진구,관광지,쇼핑,백화점,16
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,3ccdedc105056f0261338e6232081fd5,부산민주공원,26,부산광역시,26110,중구,관광지,문화관광,도시공원,17
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,093231be3cdaa9651091482fbeb0c973,오륙도스카이워크,26,부산광역시,26290,남구,관광지,문화관광,랜드마크관광,18
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,b175902d3cb99348a4864f63588f9c77,부평깡통시장,26,부산광역시,26110,중구,관광지,쇼핑,시장,19
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,bb09a61999b4ec002d39ece84b80d93f,해운대블루라인파크/송정정거장,26,부산광역시,26350,해운대구,관광지,기타관광,기타관광,20
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,549bc4c4eb4664151739287503544839,흰여울문화마을,26,부산광역시,26200,영도구,관광지,기타관광,기타관광,21
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,11248228bd3fed1d3ac3704814cfd76f,부산진시장,26,부산광역시,26170,동구,관광지,쇼핑,시장,22
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,efa969abed9618809f442fb2ddd2cf04,해운대블루라인파크/청사포정거장,26,부산광역시,26350,해운대구,관광지,기타관광,기타관광,23
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,5450fecdab3e998eb0d930d9f329f627,송도용궁구름다리,26,부산광역시,26140,서구,관광지,기타관광,기타관광,24
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,77b5e14c250233954238a0dfb04f7279,부산요트경기장,26,부산광역시,26350,해운대구,관광지,레저스포츠,수상레저스포츠,25
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,b9772199f0e3db266edf35f0520d616e,아르떼뮤지엄/부산,26,부산광역시,26200,영도구,관광지,문화관광,전시시설,26
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,d3a6c1909ebec629dce00f018edbe268,SEA LIFE 부산아쿠아리움,26,부산광역시,26350,해운대구,관광지,문화관광,테마공원,27
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,5d1d3c1b8a25880e1972a609dd3c2323,초량불백,26,부산광역시,26170,동구,음식,음식,한식,28
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,6abba2b0f2a87c73e4491b671b785aac,르컬렉티브/해운대패러그라프,26,부산광역시,26350,해운대구,숙박,숙박,호텔,29
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,7ba33a7e7c4f4ea7fa80ea287e1d43c6,웨스틴조선호텔/부산,26,부산광역시,26350,해운대구,숙박,숙박,호텔,30
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,400bca2a8a0178adf57514de6b680907,오륙도해맞이공원,26,부산광역시,26290,남구,관광지,문화관광,도시공원,31
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,430cef11b1f6bcd40b4ba642743d7e1b,모모스커피/영도로스터리&커피바,26,부산광역시,26200,영도구,음식,음식,카페/찻집,32
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,a5e4a370e1c7a59d050ae6bb0eaccd3e,르네시떼,26,부산광역시,26530,사상구,관광지,쇼핑,쇼핑몰,33
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,03cd5f7c1a7de4c3b1a2138a3293a9c6,다솥맛집,26,부산광역시,26350,해운대구,음식,음식,한식,34
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,784a21debbe01f9aff1fedd7286d478c,태종대다누비열차,26,부산광역시,26200,영도구,관광지,기타관광,기타관광,35
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,029b9cadaeeb00ed9934ecd1db7bf8a8,신라스테이/해운대,26,부산광역시,26350,해운대구,숙박,숙박,호텔,36
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,1891d6f87944f179de9c584068b52e20,대저생태공원,26,부산광역시,26440,강서구,관광지,문화관광,도시공원,37
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,23322e28bac2158412abd7bb0c7c4229,부산항국제여객터미널,26,부산광역시,26170,동구,관광지,기타관광,교통시설,38
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,8335e7708d550cbafd1933dfe1d2e1f2,소노문해운대,26,부산광역시,26350,해운대구,숙박,숙박,호텔,39
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,5273477032d69237c2967e5372966eec,라발스호텔,26,부산광역시,26200,영도구,숙박,숙박,호텔,40
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,7865ea02379f93aecd242ae0167309f9,F1963,26,부산광역시,26500,수영구,관광지,문화관광,기타문화관광지,41
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,bc8e257824b2a8ff287f1555e28407d4,한화리조트/해운대,26,부산광역시,26350,해운대구,숙박,숙박,콘도미니엄,42
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,894cad8e9c416a225bf8118aa3e08f17,시그니엘/부산,26,부산광역시,26350,해운대구,숙박,숙박,호텔,43
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,844fb3b8a638bb5869a3855271556b10,롯데프리미엄아울렛/동부산점,26,부산광역시,26710,기장군,관광지,쇼핑,쇼핑몰,44
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,3a22edadd15d8b598eedda1f18e52af2,지앤비호텔,26,부산광역시,26110,중구,숙박,숙박,호텔,45
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,66c59ed800f7077a155d203ded361df6,부산자유도매시장,26,부산광역시,26170,동구,관광지,쇼핑,시장,46
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,ef99973d7ad5bfa438b1f8df442533e1,해운대달맞이길,26,부산광역시,26350,해운대구,관광지,기타관광,데이트코스,47
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,452a5cd786c68a95fa96e9d940ac21f8,커넥트 현대,26,부산광역시,26170,동구,관광지,쇼핑,백화점,48
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,1afce0d010e203fa0b9b7c3e138777fe,삼락생태공원,26,부산광역시,26530,사상구,관광지,문화관광,도시공원,49
202504,26,부산광역시,26110,중구,ccf40214e7861046a572df429ee6e389,국제시장,7305176e0206f8119edac195a765de10,중앙모밀,26,부산광역시,26110,중구,음식,음식,한식,50
202504,26,부산광역시,26110,중구,c8ebd43a29c2e93440cc7ff72a09da0a,대각사,69707e2a65d17c7f4099124af0637b69,롯데백화점/광복점,26,부산광역시,26110,중구,관광지,쇼핑,백화점,1
202504,26,부산광역시,26110,중구,c8ebd43a29c2e93440cc7ff72a09da0a,대각사,c5ea77dae9a3ceec63b57fdf88b63ad2,파크하얏트부산호텔,26,부산광역시,26350,해운대구,숙박,숙박,호텔,2
202504,26,부산광역시,26110,중구,c8ebd43a29c2e93440cc7ff72a09da0a,대각사,28a1f92bf8f5e43e9b8b949d490fa24a,기장동원로얄컨트리클럽,26,부산광역시,26710,기장군,관광지,레저스포츠,육상레저스포츠,3
202504,26,부산광역시,26110,중구,c8ebd43a29c2e93440cc7ff72a09da0a,대각사,71c0d06cca711023437ac400cadb31f5,삼광사,26,부산광역시,26230,부산진구,관광지,역사관광,종교성지,4
202504,26,부산광역시,26110,중구,c8ebd43a29c2e93440cc7ff72a09da0a,대각사,1f8bcad3ce1c724364d715349850cd5c,와이즈파크/광복점,26,부산광역시,26110,중구,관광지,쇼핑,쇼핑몰,5
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,cfe0563b1a857a9a768d94aef6df93a5,초량1941,26,부산광역시,26170,동구,음식,음식,카페/찻집,1
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,ccf40214e7861046a572df429ee6e389,국제시장,26,부산광역시,26110,중구,관광지,쇼핑,시장,2
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,69707e2a65d17c7f4099124af0637b69,롯데백화점/광복점,26,부산광역시,26110,중구,관광지,쇼핑,백화점,3
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,d6dc86e69c840d73ff5067a11c789691,자갈치시장,26,부산광역시,26110,중구,관광지,쇼핑,시장,4
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,1891d6f87944f179de9c584068b52e20,대저생태공원,26,부산광역시,26440,강서구,관광지,문화관광,도시공원,5
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,52d871a5025577ad6259aa2e95767a7f,아브니르,26,부산광역시,26170,동구,음식,음식,카페/찻집,6
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,9e20fca20ad9ba57065497d37d96cb79,맥도날드/부산초량DT점,26,부산광역시,26170,동구,음식,음식,간이음식,7
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,b175902d3cb99348a4864f63588f9c77,부평깡통시장,26,부산광역시,26110,중구,관광지,쇼핑,시장,8
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,116db0970a236e4e71860077e3c6f206,북항친수공원,26,부산광역시,26170,동구,관광지,문화관광,도시공원,9
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,b4c94d6af3a4e36f6458d4ae7a1dbae1,용두산공원,26,부산광역시,26110,중구,관광지,문화관광,도시공원,10
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,23322e28bac2158412abd7bb0c7c4229,부산항국제여객터미널,26,부산광역시,26170,동구,관광지,기타관광,교통시설,11
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,5d1d3c1b8a25880e1972a609dd3c2323,초량불백,26,부산광역시,26170,동구,음식,음식,한식,12
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,e19878824d712b8aeb9c91c6cbe47aa4,고관함박,26,부산광역시,26170,동구,음식,음식,전문음식,13
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,09485ccc9e6891848afe25485d9a1f94,이재모피자/본점,26,부산광역시,26110,중구,음식,음식,간이음식,14
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,99d6a11a2a10ff161b6b6f0e8166a2c9,UN기념공원,26,부산광역시,26290,남구,관광지,문화관광,도시공원,15
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,5938262c1a40bb1e424180bc8a3d0d55,닥밭골벽화마을,26,부산광역시,26140,서구,관광지,기타관광,기타관광,16
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,e3e21c5cd7f25921dfe9713f02ebcd9e,장림골목시장,26,부산광역시,26380,사하구,관광지,쇼핑,시장,17
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,4f8c6518acd1e6ff053e589e0ac90fa7,송도해수욕장,26,부산광역시,26140,서구,관광지,자연관광,자연경관(하천/해양),18
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,d68c2c6af7cf6cb1092154f35a52c1c7,해동용궁사,26,부산광역시,26710,기장군,관광지,역사관광,종교성지,19
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,430cef11b1f6bcd40b4ba642743d7e1b,모모스커피/영도로스터리&커피바,26,부산광역시,26200,영도구,음식,음식,카페/찻집,20
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,3c084e342c5c7955c27bd07463731102,국립해양박물관,26,부산광역시,26200,영도구,관광지,문화관광,전시시설,21
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,b9dab70a4eac8268531bbd26c0ac30aa,감천문화마을,26,부산광역시,26380,사하구,관광지,기타관광,기타관광,22
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,80b68dec7a324fdf7d4bc5a5ef023994,다대포해수욕장,26,부산광역시,26380,사하구,관광지,자연관광,자연경관(하천/해양),23
202504,26,부산광역시,26110,중구,3ccdedc105056f0261338e6232081fd5,부산민주공원,f6cf6f78ec1a3bc93ecd12c4e1d30332,오구카페,26,부산광역시,26200,영도구,음식,음식,카페/찻집,24
